"GenesetID"	"GenesetName"	"Species"	"ElementSize"	"EntrezID"
"D013654"	"Taurine"	"Homo sapiens"	58	"27,55803,135,147,627,637,659,10486,1081,1123,9318,2833,23576,8525,9538,355,2260,2741,2917,2982,3146,3486,889,10314,4067,64231,65009,81285,55824,10298,5423,5424,27434,26051,5529,5577,5664,5796,5868,5889,5883,9693,10125,6196,6447,23411,9126,10302,10253,6729,6774,6869,7010,7040,9540,7297,7415,7518"
"D013656"	"Taurocholic Acid"	"Homo sapiens"	37	"10351,8647,4363,8714,335,596,644,857,858,595,898,1056,1956,3569,5594,5595,4313,4318,4609,8431,9971,8856,5743,5970,9294,6554,6555,9356,9376,9963,9962,10599,28234,11309,6648,6774,7124"
"D013657"	"Taurodeoxycholic Acid"	"Homo sapiens"	7	"8647,4363,836,842,1432,9971,5406"
"D013658"	"Taurolithocholic Acid"	"Homo sapiens"	5	"8647,1131,2353,3725,10599"
"D013662"	"Tea"	"Homo sapiens"	8	"596,836,841,842,847,1401,2876,7157"
"D013713"	"Teniposide"	"Homo sapiens"	19	"367,1026,1071,1576,1577,2099,2100,2247,2950,4609,7376,10062,8204,4953,5241,6256,7067,7068,7153"
"D013721"	"Triethylenephosphoramide"	"Homo sapiens"	5	"1555,1576,1577,2938,2950"
"D013726"	"Terbutaline"	"Homo sapiens"	27	"147,146,153,154,155,197,836,840,1392,3576,2520,3458,3586,3553,3630,5594,5595,4353,4502,4790,2908,5972,6439,6582,6750,7124,7391"
"D013739"	"Testosterone"	"Homo sapiens"	1242	"26154,4363,5825,9429,140701,171586,25,80325,79777,414149,57007,26027,8309,8310,2181,79611,58,59,72,2515,53616,576,9370,134,136,3899,10551,79026,9590,1645,8644,6718,207,208,213,220,8659,144245,121642,247,115701,57538,250,259173,23600,285,286,56172,26287,118932,353322,54443,55129,81611,84168,302,306,83464,9582,319,8542,10513,367,116984,374,383,9824,89839,84986,23370,389337,84904,151188,79637,10095,57561,410,55723,54529,444,259266,80150,79915,467,477,481,91419,490,10396,127002,79000,6790,9212,8705,10678,580,581,55973,8537,590,8915,596,83596,623,92558,330,332,641,658,672,675,83990,55299,7832,699,701,11067,79703,121053,79794,730094,80178,78995,162681,55732,81563,54976,54058,201725,375444,56892,55071,760,81617,27092,93664,811,57118,23261,147968,824,84674,55604,836,842,652968,847,857,858,284119,79872,147381,84733,165055,64770,80071,343099,149473,91057,114800,6355,890,891,9133,9134,899,126731,929,100133941,29126,966,968,924,3732,991,994,995,10602,31052,990,157313,83461,55038,113130,83879,55536,55143,1000,983,1017,1030,1031,1032,1033,284040,81620,1052,1056,1058,1062,1063,64946,2491,55835,64105,91687,79019,79172,55166,79682,387103,145508,22995,9857,55165,285753,80254,55722,84131,79846,1081,1082,494143,10036,8208,11200,79586,1131,1135,1145,63922,11113,26586,150468,51192,1163,1164,1180,9069,1364,9073,7123,79745,79789,63967,134147,84319,254263,1265,1281,120376,81035,55352,51805,170712,33136,1362,132864,22849,10488,90993,1387,1410,1434,1435,55790,64651,1496,1499,1515,348180,1525,6373,3576,7852,284613,11068,1583,1585,1586,1588,1543,1591,1548,1549,1555,29785,113612,1576,64816,1577,1551,10858,84418,1612,23604,10926,80174,1643,220042,1663,68278,7913,79958,55635,55789,1677,1606,160851,10202,9249,81624,129563,84976,9787,127343,29958,1763,79982,414061,5611,23234,373863,1786,1789,81704,55715,29980,8193,1823,1824,79075,92126,51514,1841,53905,1843,1847,1849,1854,643001,100288711,8291,1869,1870,144455,79733,55840,1894,1906,79631,1948,1950,1956,112398,1958,319118,1978,1997,1999,63916,146956,2012,5168,377841,23136,2041,2051,2056,54869,54821,30001,54206,157570,9700,2099,2100,55194,2121,9156,64789,23404,11340,5393,2146,2153,3992,9415,54491,642273,374393,9715,9413,51313,80256,29902,366403,728833,145773,81610,54854,2175,2187,2176,2177,2178,2189,55215,55711,356,54751,26272,26271,2237,9637,121512,2263,2267,2274,63979,2281,2289,2329,2330,2353,2296,2298,286380,2305,4303,2357,158326,143162,2488,2521,2525,5349,7855,55632,2539,4616,10912,51083,374378,2618,283431,2621,2633,2634,2635,79153,8487,50628,348654,8836,92086,91227,2688,9837,51659,64785,2706,2717,152007,2746,2747,51053,27232,10082,2822,7107,4935,387509,2842,9283,29899,2877,9687,2869,2932,2934,2936,2944,2946,51512,2997,3014,9563,83903,54930,23354,55559,93323,1839,26959,79885,51020,57520,3070,220296,641654,3280,54626,79802,26275,28996,8479,3009,8332,3017,8348,8350,8351,8364,8365,55355,3133,3131,3146,3148,3157,3161,3162,3178,3206,3202,3248,3251,646962,3290,3291,51170,3294,3293,3283,84941,26353,3358,27429,3430,3434,3479,3480,3481,3484,3485,3486,3489,57549,9641,100136114,55540,3553,3561,9235,3566,3569,3572,3619,3623,3624,3630,3638,51141,3640,3643,74918,128239,3665,3667,8660,3669,91464,3673,3675,3694,80271,3708,389434,133746,3751,3752,3757,81033,3758,8645,27345,3781,11015,84678,9764,57650,3832,9928,56992,81930,146909,23095,10112,9585,9493,347240,11004,24137,374654,3833,688,3817,354,5653,3818,57082,90417,9735,779317,3838,83999,3858,3868,3849,144501,3914,7462,3930,254251,54741,3955,3965,654346,3972,3973,10184,89884,3977,3978,3987,8825,286826,4001,4005,80350,57497,26018,26020,122769,26231,201255,388886,56262,79705,57633,4047,338645,56925,23643,55646,4085,23764,10892,5604,4294,9020,51776,256714,5594,5600,5595,441061,375449,4148,55388,4171,4172,4173,4174,4175,4176,84515,79892,9656,1953,9833,10461,25840,79828,92312,54842,11343,92667,64780,440574,9562,100302213,406924,100314280,406952,100302129,406982,574032,407004,84981,407021,100526320,81571,693214,54069,55320,4288,4289,54903,4321,4325,253714,84057,55329,80168,23164,51149,4439,6307,253827,4501,27085,113115,4524,4544,222166,9961,83463,4602,4605,4604,4609,4610,58498,10398,4638,55892,80179,4642,4645,440145,10135,266812,4678,9,10,89795,4681,9918,64151,54892,23397,54820,55247,4751,23306,81832,60491,4815,84166,126206,23057,10874,140688,51602,4842,4843,4846,27035,4869,4880,126382,4306,3164,11270,7468,84628,4925,4521,79873,83540,57122,9631,129401,79023,53371,54830,51203,55998,4938,4940,79629,54959,11339,55301,4983,10133,4998,23594,5004,5005,114876,114881,29948,116039,56957,55690,29993,5047,55003,10038,55010,5075,55872,5097,56110,9768,5111,5046,58488,5139,5142,5165,64236,23590,10158,157310,5194,5198,5208,5225,5238,54858,5241,5252,26147,644844,57157,85007,8554,55367,80119,284098,113791,54478,9088,63876,5318,8502,10761,5329,113026,23007,5338,22874,55041,55200,5347,10733,51090,55558,5367,5406,25886,5420,23649,5424,5427,10721,10622,100996331,388468,445582,404785,23784,641455,5465,5468,8495,5480,10465,5493,5500,81706,28227,5526,54896,9055,5557,145270,201973,5562,5587,5617,5625,254427,84950,55771,51334,80742,64063,11098,5699,29893,5714,84722,5744,5747,11099,5797,5799,9232,10744,5768,80223,51715,53916,29127,56852,5888,10635,5889,8438,5894,26064,10742,57186,10267,65059,5920,51655,387496,65997,5932,5933,494115,1827,91433,201299,9401,5971,5982,5983,5984,359845,5988,55159,285704,8786,26575,5998,54453,79890,54101,6013,6019,80010,116028,10535,79621,6041,7844,51444,25897,55328,6094,6118,22934,644937,6223,6194,6195,6197,6198,6237,6241,219790,6253,25914,861,6281,6286,6288,6289,148418,54809,163786,51435,6319,132320,10389,6324,6337,57758,27111,221935,6397,23541,6398,94009,347735,12,5271,5274,27244,6446,151648,151246,63898,6451,79729,51100,54436,26751,6462,25759,79801,149345,357,6476,57568,10572,220134,348235,221150,6502,84174,84068,6565,151473,9121,26503,116843,5002,60386,788,291,1811,376497,2030,144195,6515,6517,1318,201266,254428,84102,8501,23446,80736,51151,83959,6531,6542,22865,57228,10592,10051,201895,54498,6591,333929,6616,6617,6623,85028,83891,257364,8835,6272,6662,93349,6671,6674,10615,166378,147841,57405,54908,92521,139886,6715,6716,222183,6757,6759,55808,7982,55620,6770,134429,6776,79689,6491,9262,3925,55959,20888,6839,79723,9143,79933,10460,85461,23216,55357,11138,6913,6916,6941,6949,7004,7015,93081,7023,7031,7035,7037,7038,7041,7042,7043,7048,7052,7053,7047,9984,90381,29090,25976,27134,7083,7098,4071,147798,11322,57458,55002,55273,284114,54664,84314,27439,199953,382245,140738,148534,84283,84910,7112,28983,7113,11013,7124,7128,51330,8741,9966,4796,7153,11073,26092,163590,27324,7157,58476,7162,7164,22974,10293,9881,11277,10206,10475,79097,81844,286827,9319,10024,55503,7248,7249,25987,6302,22996,125488,7272,7275,406303,113457,84617,1890,7298,494514,11065,29089,90025,55148,80019,7371,54658,7366,7367,7364,29128,7374,9816,7398,10791,7431,23230,7443,128434,4013,54838,115825,11169,89891,284403,79968,55062,7477,7483,55135,26118,389610,7516,7517,7538,55345,7718,388569,195828,58499,348327,90233,57116,255403,55055,11130,7791"
"D013750"	"Tetrachloroethylene"	"Homo sapiens"	42	"213,581,596,332,843,836,847,9133,994,1136,1137,1139,1141,1164,1409,1544,1555,1558,2044,2353,3458,3638,9636,3725,11004,1432,10982,4326,4314,4599,64151,4751,51203,5063,55872,5465,9232,10111,6464,10615,7157,22974"
"D013752"	"Tetracycline"	"Homo sapiens"	32	"10257,1174,440,11067,948,1576,84649,1962,64838,2947,2950,3484,3553,83729,5594,5595,4322,4313,4314,4317,4547,26471,5621,12,9356,10864,9376,114571,6720,6876,7153,55062"
"D013755"	"Tetradecanoylphorbol Acetate"	"Homo sapiens"	555	"5243,5244,4363,10257,1636,60,8038,6868,101,154,177,196,57016,1646,207,37815,213,240,11199,306,317,27301,334,374,375,382,23229,10123,10550,10109,25842,445,468,22809,538,540,6790,23621,572,573,578,581,596,597,598,8678,638,329,330,332,648,650,654,682,7832,701,23632,811,8536,11131,10753,834,100506742,836,841,842,847,873,6346,6356,6362,6347,6348,6349,6351,6352,890,9133,595,896,898,900,22948,929,4345,940,947,948,920,958,959,960,965,968,969,928,991,994,995,999,1015,1000,1003,1017,1019,1021,1026,1027,1028,1029,1030,1031,1147,1164,1364,1201,8418,1240,1264,27255,1278,1291,1312,1385,1387,1390,56253,1407,1437,1440,1487,1499,1511,8065,6376,2919,6387,6374,6372,3576,3577,3579,1535,1536,54205,1585,1588,1543,1544,1545,1591,1571,1581,1612,1638,1735,8788,1786,1806,1843,51207,1846,1874,8411,1945,1950,1956,1958,1959,1961,1977,1978,1981,1982,1983,2002,2021,2033,2052,2064,2066,2099,2100,2147,2152,355,356,2237,8823,2247,2266,2289,2321,2322,2330,2335,2353,2354,8061,2355,2309,2526,2533,1647,2623,2624,2629,2635,2729,2730,9245,2662,9518,2672,2675,2694,2697,10578,2798,2811,84803,2876,2879,2896,2922,2950,2968,2993,3030,3035,1839,3055,3067,3082,3091,3146,3156,3157,3162,3248,3265,3269,3306,3310,3312,3313,3315,3381,3383,3458,3460,3488,3490,3543,3551,8517,3586,3589,3593,3594,3595,3596,3597,8809,3552,3553,3554,7850,3556,26280,3557,3558,3559,3560,3562,3565,3567,3568,3569,3570,3581,3626,3654,11213,3662,3394,3673,3674,3678,3684,3687,3689,3690,3694,3696,3708,3713,3716,3725,3726,3727,3752,10112,9585,9493,11004,11278,9314,1316,3837,3845,3912,3932,3936,3976,4005,4008,4023,4035,8425,8379,4085,81631,5604,5605,9020,5594,1432,5595,5599,5601,9261,4153,4223,10461,4255,4282,8569,4311,4312,4322,4323,4313,118856,4314,4316,4317,4318,4353,2206,10232,4481,4502,4582,4609,4615,7593,4675,24142,64151,653361,4688,4751,4745,4772,4773,4775,4776,4780,4781,4790,4792,4795,4803,4818,114548,9111,9221,4843,404036,4854,124056,1728,4835,2908,3164,4929,8013,2494,4922,51203,4953,4973,4988,5063,142,10038,55872,56146,5118,27250,5154,5155,5241,5300,5320,5327,5328,5330,5338,5341,5347,8228,5427,5451,5452,5459,5465,5468,5473,5515,5516,5578,5579,5580,5581,5582,5583,5584,5588,5590,5587,10544,9536,5743,5747,5799,9232,5806,5879,10635,5889,8438,5914,5918,5925,5932,3516,9978,5966,5970,5984,5985,28984,8786,6003,391,8635,149603,6093,6194,6256,6275,6277,6279,6280,6285,6286,9092,6382,6385,6401,6402,7979,5055,5272,5054,10262,22941,6464,946,6503,6520,8884,6531,23657,10051,6609,6615,8835,9021,6647,6648,6667,10615,6688,6696,6698,6699,6700,8878,6734,6774,6776,6778,10492,8148,6876,7020,7031,7037,7040,7042,7051,7054,7066,10440,7076,7077,7099,10333,3371,7124,7128,7132,7133,3604,8743,7157,7163,22974,7185,6967,29953,28951,81786,7442,85480,7295,7296,1890,7298,7305,29128,80329,7412,7421,7422,7431,7434,6935,9839,9310,113835,11130"
"D013759"	"Dronabinol"	"Homo sapiens"	406	"94160,58527,2182,10121,93,976,26523,27161,7965,207,214,226,85365,238,250,23253,308,378,396,440,468,518,9551,6310,572,581,56987,599,63035,332,2186,9556,808,10486,836,841,847,10951,55749,890,900,8812,958,969,941,8555,995,998,983,23097,1026,1027,1029,91687,1082,1108,1152,1164,1192,7555,1268,1269,1270,1285,1312,9276,80315,1374,153222,10491,1452,53944,1476,1509,1543,1559,1595,51164,1642,1649,1717,1719,1665,3301,3337,79982,5611,23268,1848,1854,8445,1869,10682,1958,1964,83939,8662,8668,1983,2023,4072,2060,11161,405754,30816,55770,54512,79152,2166,285172,26049,283807,200933,96459,2339,2353,2354,8061,2355,2305,2357,94033,5349,1647,51083,2597,2617,2625,8521,9518,10755,2734,54552,2804,2876,8841,9709,204851,8334,85236,8364,8294,3185,3297,3320,3303,3304,3305,3306,3309,3310,3312,3329,3336,10808,3064,3376,3383,3398,3620,3458,3480,3488,3490,3595,3552,3553,3558,3565,3567,3612,54891,10527,3706,50618,3512,3725,3727,79768,56888,3791,8570,22889,687,58508,3845,3952,3981,4012,9361,4023,123355,9208,51690,26046,378938,5605,5594,5595,56922,4172,4175,4192,57534,23209,9761,4312,4313,4314,4318,9643,54737,4489,4502,4609,4628,140465,80155,10135,222236,8202,8031,4694,4695,4709,283131,10725,4792,4803,4820,4830,9975,3084,4915,10101,4925,26471,51203,4987,4988,51526,728773,8761,54623,142,219988,5094,56122,9768,5111,5230,5245,57661,5305,5315,5586,25957,4860,23649,5429,246721,5457,5465,5468,8496,10105,10465,5500,4659,7001,5578,8575,5631,133619,23215,8492,5683,5707,5714,5743,5791,79832,5862,5868,9910,5886,5894,5902,5905,58517,5936,9978,51109,388,9921,6187,6191,6203,6238,6241,9136,6256,6261,9169,9919,22872,29927,6414,57515,5055,5054,27244,54557,6472,4891,6566,6573,55186,23516,29985,6520,113235,9497,81609,9043,23013,23514,10653,9517,8878,653464,23524,6428,6430,6432,6774,6776,6778,6811,10923,8464,57551,6891,26136,24144,7037,7040,7043,7068,7076,222068,23671,54664,79073,84899,7124,7153,7165,7175,7178,29896,10131,57761,10475,54482,51095,7220,7267,84790,203068,221830,7296,7298,7301,23350,10422,10537,11065,29855,254048,23352,23376,127933,29128,84833,9960,8674,10451,7422,7453,23559,112840,7465,7515,7520,55249,54877,677,7750,7569,220929,26036,440515,9406,11130,79699"
"D013779"	"Tetrodotoxin"	"Homo sapiens"	5	"627,1392,6326,6328,6335"
"D013792"	"Thalidomide"	"Homo sapiens"	138	"19,5243,54,207,285,302,467,6790,596,598,8678,701,718,793,836,841,842,847,6347,890,891,595,991,983,1058,1063,8837,51185,153222,1401,1437,1440,3576,3577,3579,54205,1555,1557,1576,1577,1551,1649,3337,11080,4189,1843,11221,1850,1991,2149,355,356,2237,2247,2353,2354,8325,9709,3082,3133,10808,3383,3458,3479,3486,3586,3592,3593,3553,3554,3569,3572,54556,3725,3791,11004,354,26524,4057,81631,5594,1432,5595,4170,4174,4212,4288,4313,4318,4602,4790,4792,4879,3164,4929,8829,8828,51203,142,5292,5329,5467,23645,5728,5743,5970,5971,5983,6241,6402,5055,9990,6582,6610,64089,64321,6667,10615,6774,7010,7040,7046,7112,7124,8797,8795,7132,7133,8743,8600,7153,7157,57761,7272,11065,7422,81029,331"
"D013793"	"Thallium"	"Homo sapiens"	14	"2914,2918,3738,3757,3760,3761,3763,3781,3782,3785,3786,9132,56479,57468"
"D013804"	"Thenoyltrifluoroacetone"	"Homo sapiens"	13	"9474,8678,330,3383,3952,5163,5579,5580,5743,6401,6648,7412,7422"
"D013806"	"Theophylline"	"Homo sapiens"	471	"83451,27,30,11332,59,10097,10096,132612,57188,27125,3267,25909,84335,230,79796,348094,81573,91526,26,375,55843,196528,25852,405,411,64422,27109,91647,546,9212,64343,148789,11285,9577,9529,596,9274,613,29760,2186,84280,10950,55216,730094,57020,25912,9847,84077,727,817,55832,4076,829,835,836,857,81576,57821,728621,79780,54520,6347,595,54462,945,948,920,8621,1027,1028,79682,80184,80254,10390,57587,1081,23274,165530,81570,1277,51117,1329,1368,8904,78987,64784,1437,1440,1454,1503,1506,1508,3576,1544,1571,1576,10800,1601,147906,285761,326709,84301,1659,1739,29103,3338,9732,22845,116749,1816,142679,124454,1906,112399,1968,8661,8662,3646,1975,1983,54859,55831,957,57724,2060,54869,2073,2077,57222,10613,11160,733318,2124,51010,54512,2140,3995,165215,55731,26269,9873,2232,2275,9158,81608,128486,2319,23360,2342,2348,2295,3607,83856,23710,2570,9518,2673,9453,80318,10539,2744,2782,23131,2823,283554,157,2916,2946,3033,24442,3065,3066,8841,113510,51409,11147,3094,8330,8353,8337,121504,81502,3189,89781,51171,3306,27429,3364,3386,79664,3425,9592,3439,3458,55764,55081,8100,3488,3549,121457,3592,3593,3596,3606,3553,3559,3562,3565,3569,3570,3572,3611,58493,3665,3667,81533,3684,3689,9445,79960,3716,3748,27345,23030,23135,23095,22944,3804,55975,3915,137994,10186,3984,3991,4023,10233,51691,7940,4050,4056,4057,127018,93487,5598,4190,23389,10025,4205,196074,10227,4258,284021,326625,22879,10200,4353,26164,219402,25821,727897,4609,80179,440145,10443,138151,222236,65065,8440,4708,23327,4790,4792,51701,23530,100301851,23420,4835,9315,9369,54904,387338,10762,10204,54940,283694,5007,23440,255967,142,100301806,654790,5125,57107,8682,5191,8554,9063,8301,5279,51268,23760,5314,23646,59338,5356,84172,5435,171568,51728,5465,5468,5515,5532,57223,5558,5562,5566,5578,8575,5618,148137,55119,7803,5771,5791,29920,9230,23011,5883,29098,9462,5925,9939,149041,1827,81554,157506,8434,5970,5972,55312,23180,64864,6004,83695,89941,79608,8780,11035,64795,8635,6209,157869,9997,10993,79048,6402,5265,29072,6439,9047,57630,257218,80143,22933,84561,56996,6566,29957,55334,6528,7871,4087,4090,79086,55234,8773,724102,23161,26010,63826,6428,6745,6747,6750,6487,10254,6774,8428,140901,692637,6830,440423,6863,9015,6879,80222,50840,6902,6916,6929,6948,79736,7016,7040,7050,79838,222068,54664,55266,79161,54916,9725,283232,84910,54495,7124,25816,7157,7172,7174,7185,89122,93587,54482,115708,54822,7267,9652,26140,7273,10376,51174,7991,56061,29978,130507,7343,51569,7366,84135,7405,7424,9559,30813,91833,55093,339005,9589,51741,331,9942,10413,84272,286451,91746,10472,7597,84878,54819,79844,60685,7542,7572,7574,6940,22869,147947,90592,8233,79364"
"D013827"	"Thiabendazole"	"Homo sapiens"	8	"1543,1544,1555,1559,1576,4353,8856,7402"
"D013840"	"Thiamylal"	"Homo sapiens"	5	"3725,3845,5594,5595,5879"
"D013844"	"Thiazoles"	"Homo sapiens"	8	"637,836,841,847,355,3567,3568,5916"
"D013849"	"Thimerosal"	"Homo sapiens"	1110	"51104,32,2182,10097,51816,113,23284,84059,125,133,122622,134265,27125,60509,3267,26523,10554,191,113146,9131,205,11215,26993,10142,10000,211,213,224,7915,4329,226,230,79868,100874291,240,284,287,348094,63926,55608,148741,353322,91526,122416,10541,290,324,350,55198,64411,23237,57221,55082,93663,394,9639,23365,50649,79637,64860,405,10095,57561,153642,25842,8623,259266,54454,467,55729,83734,9776,55102,472,23200,79572,482,513,514,51382,148229,93974,546,6310,552889,64343,148789,23621,25825,9531,9530,440465,581,92482,54828,587,255877,9774,54880,55814,8553,330,414899,388552,55589,664,259282,666,552900,675,54014,254065,121551,10950,11118,85016,91298,284325,55337,79762,339448,388722,114899,114900,51279,25966,84417,130355,285237,441054,134553,64771,221545,136895,157773,541565,414919,79095,56934,23632,253559,57863,808,91860,726,10753,29775,100505812,10498,836,842,867,11335,23468,23492,387707,29070,90693,84960,55088,285331,168455,79780,11007,140706,891,595,894,904,905,401145,10693,221960,958,975,942,4267,166979,996,55664,56990,157313,1006,983,5218,5127,1019,1021,1028,81620,55839,55166,79682,57562,9857,84902,55779,400916,1108,80205,51510,1124,56994,10518,148113,493856,10370,23122,57396,10978,1191,80790,84518,29883,10330,26047,643827,81578,169044,1288,1298,64708,1355,1327,132864,22849,8895,1373,27297,1410,1431,79848,51496,1495,613212,3576,159013,1727,51167,51302,3491,147906,1627,25879,54876,26094,10238,1630,54165,7919,1656,163486,28955,8694,1718,1717,115817,170506,1660,400242,8847,1739,3337,11080,23317,3338,1773,1788,139818,9732,57572,667,344595,1843,1849,55268,1910,8411,1917,25895,9813,51162,54583,112399,23301,30844,79813,8665,1975,1981,56648,55520,9844,6924,161436,2023,2026,2027,59084,57634,2036,64097,57669,80314,100170841,2058,23085,2068,57222,51290,114799,157570,51575,55500,132884,7813,54932,54536,2161,3992,9415,23197,2184,54491,374393,79843,57579,25854,26355,130074,83989,54906,57613,10447,153643,619423,137392,2188,355,2194,22868,2199,2200,26273,25793,26268,2241,80307,55785,2256,143282,26127,2263,60681,201163,114793,2335,23360,643988,79025,64838,2353,2354,2296,93986,118924,10818,401024,2523,170384,53826,2535,8324,10146,2539,2554,2569,10912,26130,64762,150946,10634,2632,93953,50628,85476,64599,54826,9815,2701,112770,2744,2760,2762,2774,2782,2788,23015,54856,56261,2821,64582,2845,64388,2898,157,2944,2946,2952,2957,2959,2962,2978,51454,283464,2994,3005,8971,201562,3030,8520,1839,10767,54985,9759,139324,55127,50865,25831,143279,23072,3070,113802,9843,3280,64344,3092,28996,3007,3008,8358,8355,8365,8363,3098,3099,3105,3106,3115,3133,3159,3146,79366,3162,10949,221092,57110,8630,3298,3326,6782,3303,3304,3305,22824,3310,3315,27336,3358,219844,389792,3428,2537,24138,3458,57560,9543,3479,10643,3485,3488,402665,10320,3596,3597,23765,9466,3567,3569,3609,196294,255783,54556,54891,3638,55174,81556,26512,8826,359948,51477,3710,150771,162073,50618,55677,221037,57338,3725,3727,151050,8850,7994,84148,25948,84541,283518,10945,23030,7403,3795,57691,547,84634,11278,51621,28999,9314,23008,54800,26249,10324,4297,57082,3845,51315,11103,338651,55132,113251,51574,51520,254251,3939,3959,29094,56956,51474,3987,55327,286826,79854,150759,100128782,644242,100505967,284440,402483,338817,9516,128077,92255,64788,4012,100287616,9926,4040,10128,474170,57554,388886,124801,149986,23658,4047,4048,26046,285780,9935,23764,54551,9863,378938,54682,4128,440738,5605,4296,4215,9064,4134,11184,11183,79884,5594,1432,5595,5599,5601,9261,54996,55016,57787,8932,10150,79143,79648,4191,2122,9969,23389,10025,9440,54797,9412,81857,84935,92342,4255,375056,100507436,166968,100506211,388815,55320,4289,7681,8079,4325,55233,4351,112609,727957,65008,124995,54534,51116,10335,4478,9112,9219,51537,441024,55149,4548,93343,4084,54587,55892,4643,4644,4646,4649,10443,23138,79612,27163,93100,4678,256302,89795,51594,4684,10397,4698,4704,29078,4713,4744,257194,10763,4763,10725,84901,4801,4803,57185,25836,8508,55335,4833,9241,8996,29997,4863,4867,8131,1728,7182,3164,4929,230598,11270,64943,4914,51667,57523,23363,54940,90271,114882,78990,54726,51633,5033,29993,400961,27143,80025,55010,5091,100506696,5094,9752,27445,5108,57092,54604,5121,5126,2923,5163,8572,57107,27043,5190,5203,5208,5210,5214,5216,5223,80055,27315,267002,5228,5230,25796,5236,54858,51808,51230,51105,51317,5257,90102,653583,57157,55361,9063,5286,5290,5303,8544,57605,29941,5332,5335,59339,54477,58473,79666,25894,10769,5351,79948,10154,5367,5371,80339,56655,84820,5442,84892,10940,8497,8496,5478,23759,94274,79660,90673,7799,153768,9581,80243,5558,145270,5565,100505483,439949,25865,23683,79706,5618,24148,253143,79899,23215,80863,23198,9491,58155,442213,5747,5763,53635,11156,5782,5775,5786,5796,5814,11264,5836,79912,23475,8934,5865,285282,56852,5886,57186,9693,9771,51195,5918,5922,221002,83937,11228,57786,146713,55696,64062,9939,348093,11123,283248,92840,85021,64864,23221,22836,58480,284716,22999,6019,6038,8635,55819,79596,54894,8731,6095,6129,6228,51065,406632,6236,221421,26071,8933,65078,55680,6263,57167,25939,89958,51128,60485,283726,6319,60592,79634,83482,55681,6382,9728,6400,6405,10505,57556,57337,51091,10801,347735,5054,871,29072,133383,23064,26470,8175,23451,10262,6421,119392,6422,83442,51246,8036,6477,80143,6494,140885,147912,348235,84068,6558,6566,151473,9120,220963,116843,6583,6576,89874,79085,9673,3177,6513,154091,6515,64924,81539,6526,60482,6541,84889,6546,100127888,6601,8243,23347,85027,54498,197187,9627,6626,6643,90203,8723,51429,140710,387104,6651,8470,10174,6653,83595,30812,6671,389058,6676,9043,132671,9825,84221,92521,23013,56928,6711,6713,79644,67398,10250,23524,6429,6744,6749,93653,10274,10735,6781,8614,57620,140901,85439,90529,2054,6810,6815,11198,10388,10492,23224,9143,55333,148281,94121,6880,51616,26115,57551,6891,8887,125058,54885,6907,79718,140597,83439,255758,221400,23424,11022,7003,9524,80312,54790,54881,7040,117145,9473,9967,7070,7086,57707,7091,79838,11322,23671,387521,84302,55161,55321,58986,27346,29767,160418,7124,10673,10318,7137,10766,7153,84969,7158,7163,7167,7171,1200,7174,7175,51002,643749,7188,23471,80006,1787,55809,57761,10206,9830,10346,373,10155,286827,114088,93587,80036,340348,9652,125488,94015,7280,10383,10426,10190,10628,7332,29855,254048,197131,7351,7357,56886,7368,127933,5976,7378,7398,9100,10600,29761,9736,25862,158880,81839,9217,7408,10493,7415,7422,7423,79720,55275,147645,23063,10163,8976,23001,151790,84058,79726,644150,65125,7473,331"
"D013852"	"Thiotepa"	"Homo sapiens"	20	"4363,216,218,328,572,578,581,590,596,598,836,1555,1576,1577,2064,2938,2950,3048,4968,10971"
"D013853"	"Thioacetamide"	"Homo sapiens"	40	"39,22985,2181,5832,283,23204,9551,813,1019,1537,1603,10209,2745,55830,2746,9446,3082,3484,3939,4257,4490,4495,4496,4942,27166,10197,6197,23212,23256,6396,10484,866,54498,6713,6426,55342,7027,10548,27346,7385"
"D013859"	"Thiocarbamates"	"Homo sapiens"	7	"581,596,836,842,1576,1956,8856"
"D013866"	"Thioguanine"	"Homo sapiens"	9	"10257,10057,329,841,1756,3615,4436,100506658,7157"
"D013874"	"Thiopental"	"Homo sapiens"	11	"183,836,1131,1147,3297,3320,3315,3559,3725,4792,7124"
"D013876"	"Thiophenes"	"Homo sapiens"	43	"6059,301,329,963,1026,1027,1434,3576,1662,8886,23586,8662,8663,1977,1978,8522,2887,2950,3065,11255,3385,3437,8519,3569,3655,9817,3920,4061,4353,4609,4627,8883,9111,5496,3276,5876,5914,5925,10856,6772,6793,7052,8743"
"D013881"	"Thioridazine"	"Homo sapiens"	36	"1174,427,440,11067,836,595,993,1019,1026,1029,1066,1392,1544,1548,1557,1559,1565,1571,1576,1978,2168,64838,79153,3249,83729,3757,4047,8431,26471,5264,5617,12,6582,6515,6876,55062"
"D013882"	"Thiosemicarbazones"	"Homo sapiens"	64	"25,43,351,590,660,836,839,841,842,6347,595,894,896,23582,898,11140,1022,1028,10036,11200,1434,54205,1956,2052,2194,2521,2752,2932,3329,3480,3567,81033,3914,3916,5594,5595,22924,4137,4361,4926,8654,5578,5867,10111,5894,6304,25970,6548,9368,6595,6732,6427,6774,6855,7027,7069,23043,7150,7153,7157,7257,7329,8936,94187"
