"GenesetID"	"GenesetName"	"Species"	"ElementSize"	"EntrezID"
"D013883"	"Thiostrepton"	"Homo sapiens"	40	"581,596,598,6348,6351,595,1026,1410,1543,1571,1649,3301,11080,1965,1647,9518,2936,2950,3162,3324,3326,3303,3305,3306,3308,3309,3310,3312,3315,3329,10808,3552,3553,4170,4790,5366,5742,6647,7157,7516"
"D013893"	"Thiram"	"Homo sapiens"	41	"1646,272,467,729230,942,1385,1390,3576,11080,2495,2512,2730,3162,3291,3310,3383,3606,4609,10135,4790,1728,2908,5175,5578,5579,5580,5581,5582,5743,23231,653509,6439,23657,8878,23224,7124,7139,147166,7296,7317,7412"
"D013929"	"Thromboxane B2"	"Homo sapiens"	7	"2147,3553,3565,5742,5743,6916,7124"
"D013936"	"Thymidine"	"Homo sapiens"	16	"248,581,836,842,1435,3576,1906,356,3091,3162,3479,4312,4548,4609,9154,1890"
"D013943"	"Thymol"	"Homo sapiens"	12	"9131,581,596,836,841,842,162514,54658,54575,54577,54576,54600"
"D013974"	"Thyroxine"	"Homo sapiens"	27	"213,1026,1558,1576,1733,1734,2353,2688,3690,3725,5594,5595,9611,9612,8856,5111,5743,6906,23411,6714,6817,6818,25830,7067,7068,7157,7276"
"D013988"	"Ticlopidine"	"Homo sapiens"	19	"8647,1244,836,840,1544,1555,1557,1558,1559,1565,1576,1577,3162,5241,55244,146802,7057,54658,7422"
"D013999"	"Timolol"	"Homo sapiens"	7	"153,154,1565,5594,5595,5998,5999"
"D014013"	"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt"	"Homo sapiens"	39	"183,468,572,581,596,8678,836,841,842,6347,999,1026,1508,2919,2335,3091,3162,3479,3553,11009,3569,3667,3717,3725,5594,5595,57591,4312,4318,10397,4780,4790,4846,142,5970,387,6648,7040,7412"
"D014025"	"Titanium"	"Homo sapiens"	15	"6347,1277,3576,3458,3553,3569,9516,4313,4318,7018,7040,7076,7124,8792,4982"
"D014031"	"Tobramycin"	"Homo sapiens"	5	"567,1991,4586,6607,7124"
"D014044"	"Tolbutamide"	"Homo sapiens"	12	"6833,213,100328933,1562,1557,1558,1559,3630,3767,27250,7128,7163"
"D014047"	"Tolnaftate"	"Homo sapiens"	5	"2735,2950,3565,3567,6469"
"D014050"	"Toluene"	"Homo sapiens"	168	"1636,213,5926,84002,571,8314,11177,597,604,330,656,259282,694,90668,847,112464,55704,6347,9308,200008,1107,1136,1137,1139,1141,1183,1491,3576,7852,1543,1545,1571,113612,23258,29958,4189,1805,1960,79071,953,2123,118460,9637,11259,28982,2554,2560,1647,2730,2671,2741,2803,2944,2950,8924,51191,333932,3097,3162,92906,3309,64135,3434,3433,3437,24138,3460,3569,23303,9314,150759,254531,8425,1326,100302157,100302276,406925,406957,406966,406992,406994,100616495,100422889,442910,494323,100500893,442916,494336,100422952,100423021,100422891,100616489,100616312,100616320,100616146,100616292,100616486,100616464,100616358,619552,100847081,693160,102464817,102464826,102466519,693215,693227,102466658,724022,724033,102465432,102465450,102466202,102465464,102466911,102465471,102465976,102465517,102465523,102466806,102465666,102465688,100313781,768212,768220,102465864,100126343,92597,4084,10135,4688,4739,10725,4781,4792,1728,5013,89932,57162,5824,5366,5621,147011,5732,5743,80223,51762,5971,399,284996,441212,8568,54809,9037,83667,54407,23657,8676,79783,64129,7128,7157,11274,253725,9948,7494,56829,54877"
"D014051"	"Toluene 2,4-Diisocyanate"	"Homo sapiens"	31	"213,6347,6352,1437,3576,1543,1956,5168,2944,2950,3119,3383,3552,3553,3565,3569,3861,3880,5594,5595,4318,9,10,4843,4846,5025,5027,6817,7076,7124,7422"
"D014107"	"Tosyllysine Chloromethyl Ketone"	"Homo sapiens"	19	"6347,6376,2919,3576,1571,2247,3383,3552,3659,3684,4790,4792,8829,5970,6198,6648,7052,7124,7412"
"D014108"	"Tosylphenylalanyl Chloromethyl Ketone"	"Homo sapiens"	46	"9131,207,249,335,348,596,329,330,836,840,842,6347,1026,1071,1499,1509,3576,2729,2730,10456,3162,3383,8517,3605,3552,3553,3569,3684,4318,4790,4792,4793,1728,142,5170,5328,5970,6648,6774,412,6925,7040,7124,7157,7412,331"
"D014112"	"Toxaphene"	"Homo sapiens"	20	"367,672,847,1026,1588,2099,2100,2101,56776,2697,2934,10499,8856,5241,5829,5925,57451,7031,51733,7431"
"D014147"	"Tramadol"	"Homo sapiens"	8	"836,1152,1565,3939,4719,5165,55244,146802"
"D014148"	"Tranexamic Acid"	"Homo sapiens"	5	"581,596,836,842,142"
"D014150"	"Antipsychotic Agents"	"Homo sapiens"	6	"551,2571,3339,51141,5997,7124"
"D014191"	"Tranylcypromine"	"Homo sapiens"	12	"1544,1553,1548,1555,1557,1558,1559,1565,1571,1573,1576,5447"
"D014196"	"Trazodone"	"Homo sapiens"	6	"1576,1577,3350,3358,3757,6582"
"D014217"	"Troleandomycin"	"Homo sapiens"	5	"5243,1576,1577,3048,8856"
"D014221"	"Triamcinolone"	"Homo sapiens"	10	"9429,367,842,6347,3248,2908,4306,5241,5443,7422"
"D014222"	"Triamcinolone Acetonide"	"Homo sapiens"	15	"6352,1437,1490,29785,1577,3553,4288,2908,5321,1992,6582,7040,7124,7412,7422"
"D014230"	"Triazoles"	"Homo sapiens"	5	"43,1394,8843,10988,9970"
"D014236"	"Trichlorfon"	"Homo sapiens"	18	"43,351,590,596,100506742,836,847,2488,2596,3172,4744,4780,10908,12,6770,6853,6855,7157"
"D014238"	"Trichloroacetic Acid"	"Homo sapiens"	5	"969,3458,3558,3559,5465"
"D014241"	"Trichloroethylene"	"Homo sapiens"	91	"26154,210,488,572,581,596,597,604,330,694,775,836,939,9859,1491,3576,7852,1543,1545,1571,23258,4189,1915,1917,1960,79071,2123,11259,2550,2554,2560,1647,2741,9446,9421,51191,3097,3161,3162,92906,3434,3433,3437,3458,3460,3558,3559,3565,1326,4084,4625,9,10,4688,4739,10725,4781,4792,1482,4843,4846,5024,5028,5030,57162,5350,5366,5465,5621,5644,5732,51762,5971,284996,1992,83667,6418,54407,23657,8676,9015,9014,7128,943,7139,7157,11274,7428,7494,56829,54877"
"D014260"	"Triclosan"	"Homo sapiens"	69	"51,9370,367,581,650,654,847,873,595,970,1026,1029,1082,1437,1576,1786,2099,2100,2167,2658,9573,8200,2661,3441,3484,3589,3596,29949,3553,84639,59067,64806,90865,27177,56300,26525,27178,3569,3578,3624,389434,3725,4029,10637,7044,4023,5601,4204,4314,4318,57407,8856,9970,5328,5340,5465,5468,5617,9536,5743,5970,6261,7076,7077,7078,7124,4982,7173,85480"
"D014266"	"Trientine"	"Homo sapiens"	15	"177,351,23621,596,836,842,3576,3162,3630,6285,1317,6647,6648,7157,7317"
"D014268"	"Trifluoperazine"	"Homo sapiens"	18	"5243,581,596,836,2327,2550,9568,3091,3757,5594,1432,5595,5599,5601,142,5617,8884,54657"
"D014270"	"Trifluoroethanol"	"Homo sapiens"	6	"2550,2555,2560,2688,2741,5621"
"D014271"	"Trifluridine"	"Homo sapiens"	7	"836,841,842,1508,1576,8856,142"
"D014280"	"Triglycerides"	"Homo sapiens"	29	"43,183,116519,345,718,1071,84649,9415,2194,51738,3156,3553,3667,3827,8513,4023,8856,5130,5037,403313,5406,5444,5465,5539,5563,5697,23411,10998,10221"
"D014284"	"Triiodothyronine"	"Homo sapiens"	159	"55324,79777,8038,8751,8728,119,125,154,9590,55122,1645,1646,8644,207,213,220,8542,351,115557,259266,572,581,596,12044,598,650,654,11120,284739,56892,826,836,64925,6352,890,595,898,8318,1026,1027,1111,1293,1374,283229,1591,1559,1576,1733,1734,1735,1755,1844,1783,146779,24139,2023,23136,2099,165215,286077,2252,60681,2538,2900,51454,3014,100128124,3091,7290,3009,8336,3158,3189,55806,150274,391634,3434,9235,3659,3684,3690,3693,687,3860,3949,8022,1241,201229,5594,5595,284071,166968,4320,54892,8648,9611,9612,8021,143,5105,5111,5122,5126,5166,23089,5830,5214,200150,10154,10714,5428,8000,5676,51715,5865,171177,109864273,6118,402100,6906,100305297,6564,6567,9123,9120,6513,123264,677811,6647,23013,9517,6714,8859,6817,6818,25830,27097,10618,7067,7068,81789,25829,93109,3604,7185,80128,7252,7276,27340,79971,9189,23264,57178,7551,26152,92283,162968,144348,163223"
"D014285"	"Triiodothyronine, Reverse"	"Homo sapiens"	5	"1733,1734,6817,6818,7068"
"D014295"	"Trimethoprim"	"Homo sapiens"	9	"972,1544,1558,3112,3569,6580,6581,55244,146802"
"D014302"	"Trinitrobenzenesulfonic Acid"	"Homo sapiens"	12	"1646,360,1066,3576,2213,2730,3552,3553,1728,8856,8544,10626"
"D014303"	"Trinitrotoluene"	"Homo sapiens"	7	"847,1543,1649,2353,1647,4502,6648"
"D014311"	"Triprolidine"	"Homo sapiens"	8	"929,958,3576,3269,3676,3687,4035,5788"
"D014315"	"Triterpenes"	"Homo sapiens"	25	"10476,1892,1984,7184,3383,3569,3685,3693,3880,3945,5594,5595,5518,7001,5682,5902,5970,6401,5269,7045,7124,7412,7453,7520,7529"
"D014317"	"Tritolyl Phosphates"	"Homo sapiens"	9	"367,590,2099,3738,3757,8856,2908,5241,7157"
"D014331"	"Tropicamide"	"Homo sapiens"	7	"348,1129,1131,1132,1133,2914,3760"
"D014361"	"Trypsin Inhibitors"	"Homo sapiens"	8	"578,581,596,598,836,841,842,54205"
"D014363"	"Tryptamines"	"Homo sapiens"	8	"1544,1548,1555,1557,1558,1559,1565,1571"
"D014403"	"Tubocurarine"	"Homo sapiens"	38	"596,632,730,1019,1136,1137,1139,1141,1143,1272,1437,3576,1719,27436,355,9638,2353,2803,3553,3780,3781,58508,9516,5594,5595,4312,51199,5071,5757,5786,5930,6654,6696,10963,11065,7337,353174,51663"
"D014415"	"Tunicamycin"	"Homo sapiens"	1223	"16,22,80325,31,84129,28976,37,38,39,64746,55856,11332,59,71,90,9510,56999,79924,136,56985,64782,116987,23382,54806,79026,204,50808,205,8227,80709,207,7915,4329,501,230,29880,249,275,277,278,51529,25906,23253,51239,8943,10239,27301,351,372,378,26286,384,9181,400,51309,51566,51130,55723,432,440,467,468,22809,22926,9776,516,518,10476,9551,27109,4508,535,8992,4509,549,6790,9212,9334,572,578,8815,10409,581,27113,586,593,594,10295,598,599,617,57596,221336,7439,10282,51272,55859,8553,637,2647,282991,54796,662,664,665,388962,670,672,675,6046,1620,682,699,701,60314,80017,64755,124944,284018,128346,10485,708,8209,50854,100380195,56934,11238,9254,27092,23705,797,801,805,808,811,813,821,64170,23589,833,100506742,835,836,837,840,842,147381,8535,23466,29070,81576,154467,203238,149473,25901,91409,6347,8900,890,57820,9133,595,899,9236,100133941,57124,8317,157313,83461,83879,55536,55143,1012,1013,983,1017,10263,1020,8851,51265,1036,1039,1051,1054,1058,1063,79682,80817,55165,90799,26074,1072,9557,55636,1113,79586,56994,1138,1143,493856,4435,1152,23155,1365,112616,1266,83548,57511,1282,79709,28991,1314,1315,9276,22820,80219,51805,10229,56997,11151,4512,1353,51241,4513,4514,1340,1345,1349,1350,1351,22849,126129,1381,1382,1384,64764,153222,78987,79174,1407,53944,1459,1466,10664,1491,51797,1509,79004,1528,80777,1727,54205,114757,4519,1602,1611,1622,28988,1629,79077,1641,1644,1649,54541,1650,54555,1666,162989,55789,64798,51009,1718,1717,9249,1660,56616,22894,85455,1738,1742,9787,8788,10683,1749,3301,9093,3337,51726,3300,4189,56521,548645,5611,1777,144132,1798,8193,51611,10072,1809,51514,11062,54935,78986,1848,1854,503639,1797,1780,140735,8798,1869,1870,1879,1891,9695,55741,80820,114327,1942,1948,10278,9343,1958,10209,83939,9451,1965,8894,9470,1979,1999,51016,24139,8507,2021,84080,2026,5168,2034,114915,2048,2058,54821,27248,2081,56605,23071,9700,2104,2114,2118,2119,23404,11340,2149,3995,11124,23017,83541,400451,54942,9917,116151,196792,10447,81610,375061,2194,2192,2203,157574,114907,9214,2222,2232,9637,55277,11153,24147,51303,64778,55810,2305,121643,284802,55691,2487,6624,53826,8324,10146,23710,51083,2585,374378,2596,2617,2624,2628,23464,79571,2639,9518,392255,2673,8836,27069,51659,2717,113263,2731,2744,10691,29926,29925,54331,2786,54552,2799,2801,2802,2803,9950,55204,92344,26003,9570,2805,2806,221914,2821,2824,114787,29899,84706,23151,80273,134266,404672,54676,51512,3033,10456,26959,3049,50865,9709,55502,23462,283987,29923,8334,8337,8370,3099,3108,81502,10357,3149,3155,3156,3157,3161,3166,10949,3178,3181,4670,10236,406701,51361,3235,3251,150274,3320,7184,3304,3305,3309,3312,3313,3329,3336,10525,3416,3418,3419,90410,3479,3485,3486,3488,57549,3592,3593,9118,83729,3628,3633,3638,84684,3665,3667,10265,23479,57611,51015,3705,51155,3725,3728,3775,56660,343450,11014,9692,3832,10112,3797,24137,7071,687,23588,90293,10219,3838,3839,200185,284217,3913,24141,55132,55323,23395,3931,9836,3934,3939,3949,123169,3954,25875,3955,3959,10184,11019,51474,285908,10141,84894,3988,3998,10960,4000,84823,55885,8543,9361,84695,79888,9404,4038,7804,84230,25804,4047,26046,4060,4067,54585,11178,4085,4124,7873,81631,9175,4217,5871,54996,57574,65108,4141,51360,64087,84693,90411,4170,55388,4171,4172,4173,4174,4175,348262,4194,2122,84246,112950,4209,4211,399664,4239,84879,57534,84981,79003,4288,9761,10962,326625,27249,7841,23041,10200,23164,84769,112609,65008,65003,6182,28998,55052,6150,28977,84311,6183,28973,56945,64432,28957,10240,64969,64968,92399,6307,22921,4502,23788,123263,9650,4522,25902,10797,9617,9961,4602,4609,26292,4613,56005,4628,29116,55728,90634,10443,54187,4677,83988,4685,64151,23413,4535,4536,4537,4538,4539,4540,4541,10397,126328,55967,51079,4696,4697,4700,4701,4706,51103,91942,4708,4709,4712,4714,4717,4725,4729,4734,4744,10783,10763,81831,4779,4780,9603,152518,4814,152519,8508,57486,4828,4830,4833,10874,4826,4878,4885,9975,4897,9315,4899,11270,64943,4924,4925,4521,55190,254552,51203,64359,4942,10956,5007,114880,58505,5016,5018,5034,11252,5050,51025,5095,5096,54510,56132,5106,9768,5111,26577,5142,8622,5156,5159,9601,10954,10130,5164,5165,23590,8566,8682,5037,5178,8863,5198,5209,5210,5214,5217,5223,441531,5230,5238,5245,26227,23612,84457,55367,9780,10026,54478,5303,65018,9600,9271,9867,5311,5569,5315,9088,11145,100137049,51054,79990,123,8613,84513,5358,5372,23203,9512,5387,375775,50512,23275,11232,5435,10623,171568,51728,5445,10940,440915,5475,8497,653505,5479,5480,10450,22843,132160,5498,5514,23645,26051,5507,5518,5532,23532,9055,10935,25824,10113,5550,144165,29964,5583,79706,55170,5621,5627,5631,51334,11272,112476,5663,5683,5707,5723,84722,139411,5763,138639,5794,9232,5831,5860,26056,53917,10981,5866,5868,8438,5894,10267,5901,5902,65997,10616,79863,10137,155435,5947,1104,5954,283248,55758,9985,5970,5979,5983,5986,8786,5999,8490,57414,64285,23433,9783,60561,79697,8767,80010,116028,390,7737,153830,51255,388591,11237,84900,79871,84154,6159,6167,6184,10799,51065,6241,50484,8933,6252,862,112611,6275,25813,51128,6301,54938,6303,6319,6341,10806,23753,6389,6391,90701,6396,10484,10483,22872,29927,10952,11231,140606,57190,55829,100186840,10505,22928,27230,5270,5176,871,83667,133383,6419,23064,124925,6421,94081,118980,81855,94097,6451,6472,57619,51092,64374,23410,51547,6505,6509,51310,6576,1468,8402,10165,9016,10166,788,79751,79085,9481,81894,54977,51629,291,9673,6513,11182,148867,9197,10237,51000,206358,23516,6520,8501,55974,79581,6536,6541,8140,9353,6586,84464,60682,6597,91689,201895,6616,27044,27099,6632,29887,6648,6659,11092,10615,132671,57405,9789,60559,6687,169981,6695,10253,90864,144108,6713,8878,6720,6721,6728,6729,6730,6734,58477,8406,6427,6428,6432,6745,6748,8869,27090,8128,342667,57559,8614,8859,3925,56977,3703,201595,6809,6811,51657,6821,6836,10492,55333,6856,51760,84447,10460,138474,29114,6897,83940,8887,30851,64786,125058,55773,51256,6904,22980,6929,6925,8463,7019,7021,7037,23483,7064,353376,90381,57103,10469,1678,26520,26277,7083,7104,10548,10972,10959,50999,51014,54732,55273,66000,338773,83862,28978,81853,25907,84286,80775,374882,85019,79161,59353,55254,440026,757,27346,26022,7110,55217,9168,11013,286527,7117,3371,7130,8795,51330,27242,7292,10318,64759,56993,10953,116447,7157,7167,23471,10131,58485,122553,57761,81559,55687,340348,114043,706,83538,23170,80727,7846,10376,84790,112714,203068,10381,10382,10383,56604,347688,7283,201158,7295,25828,51061,199746,11065,51619,51465,7334,29089,23352,7351,23376,51569,7358,55757,29128,7374,29796,10975,7381,7384,7388,55850,8615,57602,9724,8674,7416,7419,7422,7425,7434,128434,220001,7453,79446,89891,11152,84292,7465,7466,55062,7494,11260,7515,8565,51067,10730,219539,51646,7531,7532,7533,29066,170261,84186,84885,79752,90637,60685,85446,463,22882,64393,83637,9205,7678,7748,80778,23090,58499,168544,9745,51545,114991,285268,90441,79759,7791"
"D014439"	"Tyramine"	"Homo sapiens"	9	"1565,4128,55244,146802,6530,6531,6532,6818,134864"
"D014451"	"Ubiquinone"	"Homo sapiens"	9	"836,56997,3576,1723,3553,3569,4846,142,7124"
"D014501"	"Uranium"	"Homo sapiens"	246	"51166,15,60496,6833,10061,39,60,10097,103,23394,8165,79647,8644,322,324,351,26060,80210,8853,523,374868,25814,567,79870,34182,633,689,79096,64897,25912,805,817,821,9139,1082,84269,91851,91612,9685,9746,55744,91949,281089,8533,54675,1415,7812,10664,1506,8453,1649,1606,85458,10294,23234,56896,1837,1841,55184,1915,1937,2060,2065,7813,51466,10447,378451,2353,2530,10146,1647,2739,2752,2876,2885,2935,2966,3033,26959,3133,3146,3183,3326,3309,55699,3398,7866,3550,3638,10788,23254,84678,23030,10765,57456,23095,9371,3797,3839,3898,3920,3939,83752,23175,4074,4082,27430,90411,4191,10988,148808,10367,8028,4436,51734,4502,133686,8883,4671,10135,4673,4677,135112,80762,57447,65009,4747,252969,4853,79716,4899,51617,4907,4942,400961,143,5090,10015,10081,5136,5210,5226,55274,55361,5295,8396,55041,5478,5515,7001,8899,5685,8624,10728,5747,5757,9698,84440,35577,19349,5876,5879,5901,5931,5935,9939,5962,65055,44115,387,55288,412747,80010,9921,63891,9781,8732,6117,6138,6146,6152,51187,9522,6327,6342,9672,6386,10427,7095,85465,26135,81855,10246,293,6515,204962,60682,6599,23137,9892,58533,84221,6696,6694,10250,117178,27148,3925,11075,692637,393236,6888,6996,7018,7019,60436,10618,9874,29058,7133,3604,7141,3842,9804,66008,10155,7846,7322,9706,7374,7417,157680,55187,112936,7447,51534,8976,79726,10406,7477,55884,51352,253943,7529,10971,284406"
"D014502"	"Uranyl Nitrate"	"Homo sapiens"	10	"328,581,637,847,3162,79661,4780,4968,6647,6648"
"D014508"	"Urea"	"Homo sapiens"	15	"174,213,89872,366,384,567,595,1019,1374,2260,3162,3791,5465,6648,7276"
"D014520"	"Urethane"	"Homo sapiens"	14	"595,1437,1571,2554,2561,2566,2902,2903,3265,3458,3552,3553,3558,3569"
"D014527"	"Uric Acid"	"Homo sapiens"	44	"29974,10257,183,210,126133,358,366,468,6311,79369,9031,834,6347,1356,1649,1906,2952,3131,3174,3480,3553,3625,3708,4094,10725,114548,5444,51422,29108,51460,10786,55867,116085,9356,9376,56606,6647,6781,134285,80128,92912,391051,7422,7498"
"D014529"	"Uridine"	"Homo sapiens"	7	"356,2993,4609,9154,9153,2030,3177"
"D014535"	"Uridine Diphosphate Glucuronic Acid"	"Homo sapiens"	6	"26229,2582,10891,54658,7364,80146"
"D014580"	"Ursodeoxycholic Acid"	"Homo sapiens"	140	"5243,8647,4363,1244,8714,1645,1646,8644,207,23243,1173,335,55937,468,581,596,644,722,836,839,840,841,842,6347,6352,595,896,7203,22948,57124,1051,8837,1267,1434,1464,2919,3576,1543,1576,1581,7818,1660,1737,10395,5611,1906,1907,1956,10209,2033,79956,2167,2172,8772,26049,54537,2194,9965,2266,2267,2617,2729,2730,151306,2937,3082,3122,6927,6928,3290,3309,3385,3458,3569,3615,3713,4094,4097,5594,5595,4155,4170,4193,406991,4673,283131,4780,4790,8431,9971,8856,2908,220323,5005,142,5468,5579,5580,5743,5879,5894,5925,5930,117584,387,22836,8737,6134,6155,6161,6165,116832,6128,6181,6207,51065,6234,145767,55095,6319,23451,9963,9962,292,10998,6522,200931,123264,10599,28234,81848,6742,6772,6788,6822,7124,7128,8795,7157,55339"
"D014634"	"Valinomycin"	"Homo sapiens"	5	"8647,836,2099,2100,7067"
